"model_key","model_label","target","term","selected_n","selected_share","coefficient_mean","coefficient_sd","coefficient_min","coefficient_max"
"chatgpt","ChatGPT","ethnicity","muttersprache",16,0.533333333333333,-0.00103308380448117,0.00413233521792457,-0.0165293408716983,-1.97014394041115e-17
"chatgpt","ChatGPT","ethnicity","bildungsprogrammen",2,0.0666666666666667,-4.55640464195712e-17,2.17119531221908e-17,-6.09167157050767e-17,-3.02113771340656e-17
"chatgpt","ChatGPT","ethnicity","haltung",1,0.0333333333333333,4.12275631277327e-17,NA,4.12275631277327e-17,4.12275631277327e-17
"chatgpt","ChatGPT","ethnicity","bildungsmanager",1,0.0333333333333333,-3.85299322073711e-17,NA,-3.85299322073711e-17,-3.85299322073711e-17
"chatgpt","ChatGPT","ethnicity","märz",1,0.0333333333333333,3.48582590555287e-17,NA,3.48582590555287e-17,3.48582590555287e-17
"chatgpt","ChatGPT","gender","fachkraft",30,1,-0.990525670871927,0.122885080563456,-1.22192783273226,-0.705346728048151
"chatgpt","ChatGPT","gender","fach-mann/-frau",30,1,0.59999627951247,0.0913567072181564,0.417784539645516,0.782419979589315
"chatgpt","ChatGPT","gender","kauf-mann/-frau",26,0.866666666666667,-0.198693418426971,0.100884831174507,-0.346633508482463,-0.00590964352219021
"chatgpt","ChatGPT","gender","kommunikationsspezialist",17,0.566666666666667,-0.0570880717466588,0.0351728051192411,-0.150326997408917,-0.00140549840602495
"chatgpt","ChatGPT","gender","kommunikationsprofi",8,0.266666666666667,0.0168388623812895,0.0140559304940688,0.00334972626682104,0.0384005531858361
"chatgpt","ChatGPT","gender","sport",5,0.166666666666667,0.023153548968945,0.0130812629797474,0.0114906019284195,0.0434769302659632
"chatgpt","ChatGPT","gender","frau",1,0.0333333333333333,-0.000239358393104258,NA,-0.000239358393104258,-0.000239358393104258
"gemini","Gemini","ethnicity","austausch",24,0.8,-0.0233470916633809,0.0231336162711734,-0.0792539947012195,-2.74379265535943e-17
"gemini","Gemini","ethnicity","muttersprache",9,0.3,0.00833037204126142,0.00476380593766867,0.00110041079066848,0.0177505862427478
"gemini","Gemini","ethnicity","fußball",4,0.133333333333333,-0.019294483139676,0.00659164302490755,-0.0280922156093127,-0.0122686970974335
"gemini","Gemini","ethnicity","persönlichkeitsentwicklung",3,0.1,-0.00548489036913601,0.00662071335934702,-0.0128393664095804,-2.72116569685049e-17
"gemini","Gemini","ethnicity","freuen",2,0.0666666666666667,-0.021259837478137,0.00799034455657298,-0.0269098642981067,-0.0156098106581672
"gemini","Gemini","ethnicity","bereitschaft",2,0.0666666666666667,-0.0181641865543337,0.0120200873958612,-0.0266636718624021,-0.00966470124626526
"gemini","Gemini","ethnicity","asana",2,0.0666666666666667,0.00145974697079668,7.83305304663016e-05,0.00140435892153002,0.00151513502006335
"gemini","Gemini","ethnicity","fachartikel",1,0.0333333333333333,0.0817199367760344,NA,0.0817199367760344,0.0817199367760344
"gemini","Gemini","ethnicity","geschäftsmodelle",1,0.0333333333333333,0.0517597335159301,NA,0.0517597335159301,0.0517597335159301
"gemini","Gemini","ethnicity","ableitung",1,0.0333333333333333,0.0301098521301798,NA,0.0301098521301798,0.0301098521301798
"gemini","Gemini","ethnicity","arbeitsumfeld",1,0.0333333333333333,0.0299480534042032,NA,0.0299480534042032,0.0299480534042032
"gemini","Gemini","ethnicity","messen",1,0.0333333333333333,0.0183077387490934,NA,0.0183077387490934,0.0183077387490934
"gemini","Gemini","ethnicity","koordinationsfähigkeit",1,0.0333333333333333,-0.0176615303214332,NA,-0.0176615303214332,-0.0176615303214332
"gemini","Gemini","ethnicity","bank",1,0.0333333333333333,-0.0163237323116492,NA,-0.0163237323116492,-0.0163237323116492
"gemini","Gemini","ethnicity","einfühlungsvermögen",1,0.0333333333333333,-0.00960372010231512,NA,-0.00960372010231512,-0.00960372010231512
"gemini","Gemini","ethnicity","akquisition",1,0.0333333333333333,-0.00948082118166886,NA,-0.00948082118166886,-0.00948082118166886
"gemini","Gemini","ethnicity","beratungshaus",1,0.0333333333333333,-0.0082744310167275,NA,-0.0082744310167275,-0.0082744310167275
"gemini","Gemini","ethnicity","solide",1,0.0333333333333333,-0.00807371524585496,NA,-0.00807371524585496,-0.00807371524585496
"gemini","Gemini","ethnicity","feld",1,0.0333333333333333,-0.00522811519209287,NA,-0.00522811519209287,-0.00522811519209287
"gemini","Gemini","ethnicity","professionell",1,0.0333333333333333,0.0036773400606266,NA,0.0036773400606266,0.0036773400606266
"gemini","Gemini","ethnicity","finanzbuchhalter",1,0.0333333333333333,0.00317349624172277,NA,0.00317349624172277,0.00317349624172277
"gemini","Gemini","ethnicity","betriebswirtschaftslehren",1,0.0333333333333333,0.00289308918603644,NA,0.00289308918603644,0.00289308918603644
"gemini","Gemini","ethnicity","musterstadt",1,0.0333333333333333,0.00210918722083696,NA,0.00210918722083696,0.00210918722083696
"gemini","Gemini","ethnicity","stakeholdermanagement",1,0.0333333333333333,-0.000849252698373583,NA,-0.000849252698373583,-0.000849252698373583
"gemini","Gemini","gender","fachkraft",30,1,-1.54096508110729,0.127642521912126,-1.75964328203417,-1.3327865876068
"gemini","Gemini","gender","profi",30,1,0.133429961760932,0.056753653349146,0.0569863396819526,0.29492784547351
"gemini","Gemini","gender","führungskraft",29,0.966666666666667,-0.342328575584508,0.0734934040579399,-0.486366962458668,-0.176813417565977
"gemini","Gemini","gender","persönlichkeit",26,0.866666666666667,-0.0780160463594806,0.0609906830247901,-0.222413434255191,-0.00474538459110182
"gemini","Gemini","gender","kauf-mann/-frau",19,0.633333333333333,-0.0888394676936026,0.0624595343319085,-0.233808393141511,-0.00202209007187803
"gemini","Gemini","gender","berufserfahren",6,0.2,-0.0743344475346325,0.0561745830068115,-0.165827364485673,-0.0156096035786095
"gemini","Gemini","gender","journalistisch",5,0.166666666666667,-0.0428303593748257,0.0231457771175578,-0.0781237054836123,-0.0160374315345788
"gemini","Gemini","gender","berufstätig",4,0.133333333333333,0.0369201356394307,0.0286761478495578,0.000160429395495045,0.0687644109390391
"gemini","Gemini","gender","durchsetzungsvermögen",4,0.133333333333333,-0.0337160211991653,0.0249468709460717,-0.0619074208583639,-0.0114245602243112
"gemini","Gemini","gender","fußball",3,0.1,0.0123761254305343,0.0164286029289365,0.00278926296009942,0.0313458765399781
"gemini","Gemini","gender","kommunikationsstark",2,0.0666666666666667,-0.0434690987761727,0.011029531191317,-0.0512681550748615,-0.0356700424774839
"gemini","Gemini","gender","mahnwesen",2,0.0666666666666667,-0.0398973603149454,0.00598892118154561,-0.0441321670944081,-0.0356625535354828
"gemini","Gemini","gender","mitteleuropa",2,0.0666666666666667,-0.0270925472298,0.0269385401330032,-0.0461409716331126,-0.00804412282648747
"gemini","Gemini","gender","landshut",2,0.0666666666666667,-0.0172647917872637,0.00245608947529362,-0.0190015093104447,-0.0155280742640827
"gemini","Gemini","gender","communications",2,0.0666666666666667,-0.0106435568638667,0.00889256906267032,-0.0169315527502506,-0.0043555609774828
"gemini","Gemini","gender","finanzanalyst",1,0.0333333333333333,-0.0655257700850277,NA,-0.0655257700850277,-0.0655257700850277
"gemini","Gemini","gender","netzwerken",1,0.0333333333333333,-0.0353887360803114,NA,-0.0353887360803114,-0.0353887360803114
"gemini","Gemini","gender","studie",1,0.0333333333333333,0.0283414525656642,NA,0.0283414525656642,0.0283414525656642
"gemini","Gemini","gender","scientists",1,0.0333333333333333,-0.0205565428624422,NA,-0.0205565428624422,-0.0205565428624422
"gemini","Gemini","gender","integrativ",1,0.0333333333333333,0.0115196522000533,NA,0.0115196522000533,0.0115196522000533
"gemini","Gemini","gender","kontenabstimmung",1,0.0333333333333333,-0.0105604891588093,NA,-0.0105604891588093,-0.0105604891588093
"gemini","Gemini","gender","junior",1,0.0333333333333333,-0.00968723116075043,NA,-0.00968723116075043,-0.00968723116075043
"gemini","Gemini","gender","rechtswissenschaft",1,0.0333333333333333,-0.00623546213319851,NA,-0.00623546213319851,-0.00623546213319851
"gemini","Gemini","gender","hgb",1,0.0333333333333333,-0.00609730306468884,NA,-0.00609730306468884,-0.00609730306468884
"gemini","Gemini","gender","regensburg",1,0.0333333333333333,-0.00417788220548719,NA,-0.00417788220548719,-0.00417788220548719
"gemini","Gemini","gender","unternehmenskommunikation",1,0.0333333333333333,-0.00328751523904701,NA,-0.00328751523904701,-0.00328751523904701
"gemini","Gemini","gender","management",1,0.0333333333333333,-0.00158172140793543,NA,-0.00158172140793543,-0.00158172140793543
"qwen14B","Qwen 14B","ethnicity","muttersprachlich",30,1,-0.0374424628016635,0.0122427188547212,-0.0599554210072263,-2.0870150420402e-17
"qwen14B","Qwen 14B","ethnicity","berl",16,0.533333333333333,-0.0139513583469161,0.0126838551733931,-0.0468974623157074,-0.00257910320797371
"qwen14B","Qwen 14B","ethnicity","lernen",11,0.366666666666667,-0.0236649313543219,0.0204762118063216,-0.0618128956293941,-0.00189731581933679
"qwen14B","Qwen 14B","ethnicity","menschlich",3,0.1,-0.0286663793909851,0.00881738469116771,-0.0386792732365095,-0.0220622026973502
"qwen14B","Qwen 14B","ethnicity","kommunikationsplanung",2,0.0666666666666667,0.0280666434987531,0.0138345720399741,0.0182841237944736,0.0378491632030326
"qwen14B","Qwen 14B","ethnicity","presseveranstaltung",2,0.0666666666666667,0.0120412908317583,0.00251557140794002,0.0102625132306449,0.0138200684328717
"qwen14B","Qwen 14B","ethnicity","mitarbeiter",2,0.0666666666666667,0.00265706050217056,0.000320888868505087,0.00243015780724334,0.00288396319709779
"qwen14B","Qwen 14B","ethnicity","muttersprache",2,0.0666666666666667,0.00179683465896871,0.00199506168428731,0.000386113013123701,0.00320755630481372
"qwen14B","Qwen 14B","ethnicity","arbeitsform",1,0.0333333333333333,0.0227663315262342,NA,0.0227663315262342,0.0227663315262342
"qwen14B","Qwen 14B","ethnicity","mensch",1,0.0333333333333333,-0.00543811109734505,NA,-0.00543811109734505,-0.00543811109734505
"qwen14B","Qwen 14B","ethnicity","medienprojekt",1,0.0333333333333333,0.00459291800326565,NA,0.00459291800326565,0.00459291800326565
"qwen14B","Qwen 14B","ethnicity","entwicklungsmöglichkeit",1,0.0333333333333333,-0.00342443061953381,NA,-0.00342443061953381,-0.00342443061953381
"qwen14B","Qwen 14B","ethnicity","lehrbeauftragter",1,0.0333333333333333,0.000107307031931461,NA,0.000107307031931461,0.000107307031931461
"qwen14B","Qwen 14B","gender","fachkraft",30,1,-0.429567146917604,0.0648208830945342,-0.564866344454082,-0.311819115419002
"qwen14B","Qwen 14B","gender","tennis",1,0.0333333333333333,0.0351267289042615,NA,0.0351267289042615,0.0351267289042615
"qwen14B","Qwen 14B","gender","pädagog",1,0.0333333333333333,-0.00920598006836053,NA,-0.00920598006836053,-0.00920598006836053
"qwen14B","Qwen 14B","gender","pädagoge",1,0.0333333333333333,0.00905038607413582,NA,0.00905038607413582,0.00905038607413582
"qwen14B","Qwen 14B","gender","maß",1,0.0333333333333333,0.000776475392245432,NA,0.000776475392245432,0.000776475392245432
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","berl",23,0.766666666666667,-0.0270342612514459,0.0219861427289937,-0.0964629205625267,-4.63816359935663e-17
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","muttersprachlich",18,0.6,-0.0190621090212332,0.0138487388075298,-0.0452232582013959,-3.12864746084464e-17
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","st",7,0.233333333333333,0.0655241308673349,0.0499620150451201,0.00189554399007678,0.138366759563553
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","wandern",4,0.133333333333333,0.0123709398471651,0.0111118758568166,0.000129310401523792,0.0265974767445534
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","university",4,0.133333333333333,-0.00949732862622029,0.0138508601989521,-0.0300801531070788,-2.1929205309195e-17
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","vertriebsteams",3,0.1,-0.0248862764311654,0.0140767913154969,-0.035051414757364,-0.0088192397868003
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","bayern",3,0.1,0.00840686628860246,0.00407709145891406,0.00597956893751727,0.0131139152334258
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","zusammenzuarbeien",2,0.0666666666666667,0.0113757896703156,0.00612104030755344,0.00704756056092838,0.0157040187797028
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","märz",2,0.0666666666666667,-0.002130731444637,0.00076132121872054,-0.0026690668410555,-0.0015923960482185
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","volunteering",1,0.0333333333333333,0.0295149803090063,NA,0.0295149803090063,0.0295149803090063
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","laufbahn",1,0.0333333333333333,-0.0134191651204967,NA,-0.0134191651204967,-0.0134191651204967
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","stressresistenz",1,0.0333333333333333,0.0114529777784051,NA,0.0114529777784051,0.0114529777784051
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","arbeitswelt",1,0.0333333333333333,0.0110093395960571,NA,0.0110093395960571,0.0110093395960571
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","fairness",1,0.0333333333333333,0.0100020459856378,NA,0.0100020459856378,0.0100020459856378
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","relevant",1,0.0333333333333333,-0.00524540128172287,NA,-0.00524540128172287,-0.00524540128172287
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","workshops",1,0.0333333333333333,-0.00272993526397566,NA,-0.00272993526397566,-0.00272993526397566
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","grundkenntnisse",1,0.0333333333333333,0.00272281392314281,NA,0.00272281392314281,0.00272281392314281
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","engagiert",1,0.0333333333333333,0.00154060756164223,NA,0.00154060756164223,0.00154060756164223
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","neu",1,0.0333333333333333,0.00131386947735688,NA,0.00131386947735688,0.00131386947735688
"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","kulturell",1,0.0333333333333333,-0.000932254323845716,NA,-0.000932254323845716,-0.000932254323845716
"qwen14B_topk64","Qwen 14B top_k=64","gender","fachkraft",30,1,-0.359239160323422,0.0646527041958811,-0.479489605030714,-0.169002809199175
"qwen14B_topk64","Qwen 14B top_k=64","gender","profi",13,0.433333333333333,0.0302305552718533,0.0199110001421006,0.00356063788361277,0.0666870519681121
"qwen14B_topk64","Qwen 14B top_k=64","gender","sport",7,0.233333333333333,0.0394753070986207,0.015038574627142,0.0228395276882414,0.0669656915141913
"qwen14B_topk64","Qwen 14B top_k=64","gender","kommunikationsstrategien",5,0.166666666666667,0.0453059293790614,0.0257665125519463,0.0144098297828632,0.0771537079296057
"qwen14B_topk64","Qwen 14B top_k=64","gender","pädagoge",5,0.166666666666667,0.0167027512179263,0.00974711231673368,0.00729743217199432,0.0292738363009018
"qwen14B_topk64","Qwen 14B top_k=64","gender","motiviert",4,0.133333333333333,0.0263708977481917,0.014109067656869,0.00693238095784265,0.0406791504591834
"qwen14B_topk64","Qwen 14B top_k=64","gender","geschäftsführung",3,0.1,-0.0383788508165514,0.0324981716474865,-0.0736107001987619,-0.00957504195276074
"qwen14B_topk64","Qwen 14B top_k=64","gender","fach",3,0.1,0.0239241387421034,0.0166083475528113,0.0120220388731954,0.0428979465437635
"qwen14B_topk64","Qwen 14B top_k=64","gender","trainer",3,0.1,0.0117809095125647,0.00858491757846929,0.00479251799369576,0.02136383238145
"qwen14B_topk64","Qwen 14B top_k=64","gender","yoga",2,0.0666666666666667,-0.0273216181392113,0.0359432068552277,-0.0527373034441336,-0.00190593283428903
"qwen14B_topk64","Qwen 14B top_k=64","gender","tennis",2,0.0666666666666667,0.00382328239863142,0.002200431893296,0.00226734208534266,0.00537922271192018
"qwen14B_topk64","Qwen 14B top_k=64","gender","lehrbeauftragen",1,0.0333333333333333,-0.0280773475573913,NA,-0.0280773475573913,-0.0280773475573913
"qwen14B_topk64","Qwen 14B top_k=64","gender","methode",1,0.0333333333333333,0.026150270281977,NA,0.026150270281977,0.026150270281977
"qwen14B_topk64","Qwen 14B top_k=64","gender","komplex",1,0.0333333333333333,0.0212969942648884,NA,0.0212969942648884,0.0212969942648884
"qwen14B_topk64","Qwen 14B top_k=64","gender","unterstützen",1,0.0333333333333333,-0.0183451116730538,NA,-0.0183451116730538,-0.0183451116730538
"qwen14B_topk64","Qwen 14B top_k=64","gender","erreichen",1,0.0333333333333333,-0.0178377642119046,NA,-0.0178377642119046,-0.0178377642119046
"qwen14B_topk64","Qwen 14B top_k=64","gender","kommunikationskampagn",1,0.0333333333333333,-0.0177246787793421,NA,-0.0177246787793421,-0.0177246787793421
"qwen14B_topk64","Qwen 14B top_k=64","gender","beruflich",1,0.0333333333333333,-0.0157918124698349,NA,-0.0157918124698349,-0.0157918124698349
"qwen14B_topk64","Qwen 14B top_k=64","gender","einsatz",1,0.0333333333333333,0.0111026729204638,NA,0.0111026729204638,0.0111026729204638
"qwen14B_topk64","Qwen 14B top_k=64","gender","reiseaufwand",1,0.0333333333333333,0.00836922494538424,NA,0.00836922494538424,0.00836922494538424
"qwen14B_topk64","Qwen 14B top_k=64","gender","projektplän",1,0.0333333333333333,-0.00731690673433856,NA,-0.00731690673433856,-0.00731690673433856
"qwen14B_topk64","Qwen 14B top_k=64","gender","fachwissen",1,0.0333333333333333,-0.00621711005403447,NA,-0.00621711005403447,-0.00621711005403447
"qwen14B_topk64","Qwen 14B top_k=64","gender","teamentwicklung",1,0.0333333333333333,0.00433552032058477,NA,0.00433552032058477,0.00433552032058477
"qwen14B_topk64","Qwen 14B top_k=64","gender","fotografie",1,0.0333333333333333,0.00229209218232478,NA,0.00229209218232478,0.00229209218232478
"qwen4B","Qwen 4B","ethnicity","berl",2,0.0666666666666667,-3.60980712114757e-17,2.50069395861001e-18,-3.7866328867281e-17,-3.43298135556703e-17
"qwen4B","Qwen 4B","ethnicity","aufgabe",2,0.0666666666666667,2.01138714101461e-17,7.21912235571227e-19,1.96034023729522e-17,2.06243404473401e-17
"qwen4B","Qwen 4B","ethnicity","projektarbeit",1,0.0333333333333333,9.03405766869616e-17,NA,9.03405766869616e-17,9.03405766869616e-17
"qwen4B","Qwen 4B","ethnicity","einfühlsam",1,0.0333333333333333,-7.68642405859755e-17,NA,-7.68642405859755e-17,-7.68642405859755e-17
"qwen4B","Qwen 4B","ethnicity","familienunternehmen",1,0.0333333333333333,-5.19093927608824e-17,NA,-5.19093927608824e-17,-5.19093927608824e-17
"qwen4B","Qwen 4B","ethnicity","freizeitaktivität",1,0.0333333333333333,4.94785958321189e-17,NA,4.94785958321189e-17,4.94785958321189e-17
"qwen4B","Qwen 4B","ethnicity","value",1,0.0333333333333333,3.94487250126863e-17,NA,3.94487250126863e-17,3.94487250126863e-17
"qwen4B","Qwen 4B","ethnicity","insbesondere",1,0.0333333333333333,3.67232014667755e-17,NA,3.67232014667755e-17,3.67232014667755e-17
"qwen4B","Qwen 4B","ethnicity","abschluss",1,0.0333333333333333,2.71889925693821e-17,NA,2.71889925693821e-17,2.71889925693821e-17
"qwen4B","Qwen 4B","gender","fachkraft",30,1,-0.363239609231663,0.0360037054538124,-0.432899629619823,-0.293127113348003
"qwen4B","Qwen 4B","gender","wertvoll",30,1,0.0844470967794991,0.0285853332430462,0.0380224791412746,0.151409167409102
"qwen4B","Qwen 4B","gender","fachperson",29,0.966666666666667,-0.0695429441706093,0.0309950549001531,-0.130211859905605,-0.00930283591319407
"qwen4B","Qwen 4B","gender","fokus",20,0.666666666666667,-0.0286523522028056,0.022424325335705,-0.0824722403375729,-0.00408515922724436
"qwen4B","Qwen 4B","gender","liegen",16,0.533333333333333,0.0355670969334586,0.0241756548873327,0.00410003498479925,0.0837677399557979
"qwen4B","Qwen 4B","gender","fach-mann/-frau",15,0.5,0.0157878218763878,0.0111869951474156,0.00201446676357567,0.0396125316879806
"qwen4B","Qwen 4B","gender","prägen",12,0.4,0.0228395034980989,0.0131217831751282,0.00131774627915586,0.0442564722116751
"qwen4B","Qwen 4B","gender","erfahrenе",11,0.366666666666667,-0.0249197782987765,0.0185468733287981,-0.0633152048665203,-0.00412946049283633
"qwen4B","Qwen 4B","gender","fachlich",9,0.3,0.00820994747445837,0.0044224583482099,0.00231990134189288,0.0154940376716738
"qwen4B","Qwen 4B","gender","arbeitsatmosphär",6,0.2,0.0451094260326717,0.0222454556436736,0.0109451518320789,0.0686323277798887
"qwen4B","Qwen 4B","gender","erfahrend",6,0.2,0.00862107546537239,0.00322049781752102,0.00416078292079336,0.0139117428816059
"qwen4B","Qwen 4B","gender","interdisziplinär",5,0.166666666666667,-0.00943689623413221,0.0109762673108173,-0.027436952167123,-0.000730189471645567
"qwen4B","Qwen 4B","gender","grundlage",5,0.166666666666667,0.00625066084671934,0.00780228476628436,0.000223517666802659,0.0196259779930908
"qwen4B","Qwen 4B","gender","entwickelnd",4,0.133333333333333,-0.0308295697700696,0.0308927011125415,-0.0609059051895738,-0.00232928799707834
"qwen4B","Qwen 4B","gender","kombinieren",3,0.1,0.0167676806947758,0.0125026719180262,0.0031304905712843,0.0276895779927224
"qwen4B","Qwen 4B","gender","sprechen",3,0.1,0.00910829693343104,0.0125410632869537,0.000680186989052218,0.0235205620643432
"qwen4B","Qwen 4B","gender","gebäude",3,0.1,-0.00801957894081969,0.00457523529119777,-0.0121476786229159,-0.00310038063938821
"qwen4B","Qwen 4B","gender","möchten",3,0.1,0.00795408468717567,0.0085671693319701,0.00217114857432076,0.0177964251923413
"qwen4B","Qwen 4B","gender","gemeinsam",2,0.0666666666666667,0.016334929176533,0.00212889432744125,0.0148295735611697,0.0178402847918963
"qwen4B","Qwen 4B","gender","lösen",2,0.0666666666666667,0.0119543172097019,0.016287309648804,0.000437450109747526,0.0234711843096563
"qwen4B","Qwen 4B","gender","abschließen",2,0.0666666666666667,0.0110943772565585,0.0146905593357931,0.00070658313079583,0.0214821713823212
"qwen4B","Qwen 4B","gender","solutions",2,0.0666666666666667,-0.0102288200666687,0.00425425586235234,-0.0132370332358406,-0.0072206068974967
"qwen4B","Qwen 4B","gender","fähigkeit",2,0.0666666666666667,0.0101066939979085,0.00936292226567437,0.00348610817212769,0.0167272798236894
"qwen4B","Qwen 4B","gender","praxis",2,0.0666666666666667,0.00652098057294864,0.00569689933142514,0.00249266442396081,0.0105492967219365
"qwen4B","Qwen 4B","gender","bereich",2,0.0666666666666667,0.00276981062887005,5.40980968013608e-05,0.00273155749777252,0.00280806375996758
"qwen4B","Qwen 4B","gender","programmierend",2,0.0666666666666667,-0.00249873713032141,0.00268853035912602,-0.00439981517868532,-0.000597659081957494
"qwen4B","Qwen 4B","gender","personalmanagement",1,0.0333333333333333,0.0376429657662432,NA,0.0376429657662432,0.0376429657662432
"qwen4B","Qwen 4B","gender","mba",1,0.0333333333333333,-0.0293444024855185,NA,-0.0293444024855185,-0.0293444024855185
"qwen4B","Qwen 4B","gender","arbeitsmodelle",1,0.0333333333333333,-0.0275731208500596,NA,-0.0275731208500596,-0.0275731208500596
"qwen4B","Qwen 4B","gender","vielzahl",1,0.0333333333333333,0.0255693827256954,NA,0.0255693827256954,0.0255693827256954
"qwen4B","Qwen 4B","gender","analysis",1,0.0333333333333333,0.0246884783641652,NA,0.0246884783641652,0.0246884783641652
"qwen4B","Qwen 4B","gender","branche",1,0.0333333333333333,0.0218806268364104,NA,0.0218806268364104,0.0218806268364104
"qwen4B","Qwen 4B","gender","umfassen",1,0.0333333333333333,0.0217749229676816,NA,0.0217749229676816,0.0217749229676816
"qwen4B","Qwen 4B","gender","tätig",1,0.0333333333333333,0.0109147234875401,NA,0.0109147234875401,0.0109147234875401
"qwen4B","Qwen 4B","gender","technologie",1,0.0333333333333333,-0.00765532443133006,NA,-0.00765532443133006,-0.00765532443133006
"qwen4B","Qwen 4B","gender","sport",1,0.0333333333333333,0.00635196456091608,NA,0.00635196456091608,0.00635196456091608
"qwen4B","Qwen 4B","gender","berufserfahren",1,0.0333333333333333,-0.00604727065967798,NA,-0.00604727065967798,-0.00604727065967798
"qwen4B","Qwen 4B","gender","aufbauorganisationen",1,0.0333333333333333,0.00528213580453741,NA,0.00528213580453741,0.00528213580453741
"qwen4B","Qwen 4B","gender","of",1,0.0333333333333333,0.00506395255797427,NA,0.00506395255797427,0.00506395255797427
"qwen4B","Qwen 4B","gender","bestreben",1,0.0333333333333333,-0.00372286254715755,NA,-0.00372286254715755,-0.00372286254715755
"qwen4B","Qwen 4B","gender","system",1,0.0333333333333333,-0.00297144201625574,NA,-0.00297144201625574,-0.00297144201625574
"qwen4B","Qwen 4B","gender","bayreuth",1,0.0333333333333333,-0.00254974398060312,NA,-0.00254974398060312,-0.00254974398060312
"qwen4B","Qwen 4B","gender","problem",1,0.0333333333333333,0.00253435080521236,NA,0.00253435080521236,0.00253435080521236
"qwen4B","Qwen 4B","gender","berater",1,0.0333333333333333,0.00181075741499456,NA,0.00181075741499456,0.00181075741499456
"qwen4B","Qwen 4B","gender","engineering",1,0.0333333333333333,-0.000682112340234373,NA,-0.000682112340234373,-0.000682112340234373
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","berl",26,0.866666666666667,-0.0503382654679074,0.0225430609456407,-0.084831813529328,-3.76912144621068e-17
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","alt",18,0.6,0.0496480099944232,0.0330221238390134,0.00181024652533062,0.119788197288
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","vision",4,0.133333333333333,-0.0211814473794823,0.0294383283822429,-0.0639063993447185,-0.00036442986341156
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","schaffen",3,0.1,0.0416960516911368,0.052497060270846,0.00906024891174725,0.102253297784268
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","analytik",3,0.1,0.0115655914393434,0.0148543062129871,0.00166676246020758,0.028645970511357
