"seed","model_key","model_label","target","positive_class","lambda_min","lambda_1se","active_terms","accuracy","auc"
4242,"chatgpt","ChatGPT","ethnicity","german",0.0533787823871525,0.0533787823871525,1,0.5,0.5
4242,"gemini","Gemini","gender","male",0.0277706064847976,0.0402903950844303,10,0.833333333333333,0.884444444444444
4242,"gemini","Gemini","ethnicity","german",0.0466528870076595,0.0616723710301612,1,0.5,0.5
4242,"qwen4B","Qwen 4B","gender","male",0.0318492402898308,0.0401891830801465,16,0.6125,0.702256944444445
4242,"qwen4B","Qwen 4B","ethnicity","german",0.0429233796736628,0.0429233796736628,1,0.5,0.5
4242,"qwen8B","Qwen 8B","gender","male",0.0300527387410212,0.0436013782380934,15,0.6125,0.706388888888889
4242,"qwen8B","Qwen 8B","ethnicity","german",0.0486557057202775,0.0486557057202775,1,0.5,0.5
4242,"qwen14B","Qwen 14B","gender","male",0.0445374312868045,0.0466581146048436,6,0.65,0.650659722222222
4242,"qwen14B","Qwen 14B","ethnicity","german",0.0456573502465944,0.0456573502465944,7,0.570833333333333,0.582673611111111
4242,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0371676525581936,0.0427337685312956,9,0.583333333333333,0.649895833333333
4242,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0541374260574979,0.0715664911774436,1,0.5,0.5
4242,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0344395646235503,0.0499659114747174,11,0.595833333333333,0.6153125
4242,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0577697904083162,0.0577697904083162,2,0.5,0.5125
4242,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.03537459348999,0.0446376742810063,13,0.670833333333333,0.688611111111111
4242,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0424387542912472,0.0511176297879798,5,0.5625,0.5821875
5151,"chatgpt","ChatGPT","gender","male",0.0246330742588996,0.0543191492666138,4,0.795833333333333,0.875694444444444
5151,"chatgpt","ChatGPT","ethnicity","german",0.0544111606960488,0.0544111606960488,1,0.5,0.5
5151,"gemini","Gemini","gender","male",0.0362585942052483,0.0663799964012439,5,0.879166666666667,0.898229166666667
5151,"gemini","Gemini","ethnicity","german",0.0511040453612028,0.0511040453612028,2,0.5,0.579166666666667
5151,"qwen4B","Qwen 4B","gender","male",0.0291466604134581,0.0403648127782434,15,0.6375,0.679583333333333
5151,"qwen4B","Qwen 4B","ethnicity","german",0.0461956578122388,0.0461956578122388,2,0.495833333333333,0.499861111111111
5151,"qwen8B","Qwen 8B","gender","male",0.0346153251308091,0.0479382920150253,7,0.679166666666667,0.758298611111111
5151,"qwen8B","Qwen 8B","ethnicity","german",0.0537986088284428,0.0537986088284428,2,0.5,0.524027777777778
5151,"qwen14B","Qwen 14B","gender","male",0.0452242620516928,0.075438615822905,2,0.720833333333333,0.722847222222222
5151,"qwen14B","Qwen 14B","ethnicity","german",0.0576489213362142,0.0632696199985014,2,0.545833333333333,0.548576388888889
5151,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0359843661296651,0.0454071200834857,8,0.625,0.635208333333333
5151,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0430897743260733,0.0472909741282398,3,0.529166666666667,0.529166666666667
5151,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0487486870976995,0.08131771113547,2,0.6625,0.664652777777778
5151,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0558212460025147,0.0558212460025147,1,0.5,0.5
5151,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0468345575022569,0.0648605403951382,2,0.6875,0.690243055555556
5151,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0466937293336313,0.0536864419425511,4,0.520833333333333,0.548125
6789,"chatgpt","ChatGPT","gender","male",0.0309508941674165,0.0390555988422024,8,0.795833333333333,0.894583333333333
6789,"chatgpt","ChatGPT","ethnicity","german",0.05246431181354,0.05246431181354,2,0.5,0.4875
6789,"gemini","Gemini","gender","male",0.0366472240683973,0.0640420648409694,5,0.825,0.918888888888889
6789,"gemini","Gemini","ethnicity","german",0.0451789106904152,0.0544181578716404,3,0.554166666666667,0.567916666666667
6789,"qwen4B","Qwen 4B","gender","male",0.0318063278240302,0.0401350336898068,11,0.629166666666667,0.684340277777778
6789,"qwen4B","Qwen 4B","ethnicity","german",0.0446294753839958,0.0446294753839958,1,0.5,0.5
6789,"qwen8B","Qwen 8B","gender","male",0.0299570842881147,0.0434626000050253,13,0.620833333333333,0.698333333333333
6789,"qwen8B","Qwen 8B","ethnicity","german",0.0612920560075239,0.0672679558027887,2,0.5,0.474930555555556
6789,"qwen14B","Qwen 14B","gender","male",0.0448440469183049,0.0783662455610148,2,0.625,0.624652777777778
6789,"qwen14B","Qwen 14B","ethnicity","german",0.0423579708875138,0.0487013733387726,4,0.5875,0.595694444444444
6789,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0462858496083941,0.048489785181007,7,0.6375,0.673125
6789,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0409300489505681,0.0541071159164848,3,0.545833333333333,0.555694444444444
6789,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0378970496790844,0.0456471305038201,13,0.633333333333333,0.6709375
6789,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0567196877008703,0.0567196877008703,2,0.5,0.479166666666667
6789,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0422334310153553,0.0584885030303688,2,0.691666666666667,0.693611111111111
6789,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0432747201953947,0.0546065035413149,1,0.5,0.5
9001,"chatgpt","ChatGPT","gender","male",0.0307592728696238,0.0984071308743299,3,0.775,0.836944444444444
9001,"chatgpt","ChatGPT","ethnicity","german",0.0494407547010958,0.0568448535753284,2,0.5,0.495833333333333
9001,"gemini","Gemini","gender","male",0.0321249635970145,0.0561392862349957,5,0.820833333333333,0.851909722222222
9001,"gemini","Gemini","ethnicity","german",0.0557839984102052,0.0557839984102052,1,0.5,0.5
9001,"qwen4B","Qwen 4B","gender","male",0.0285610714417626,0.0522878468146855,6,0.641666666666667,0.710381944444444
9001,"qwen4B","Qwen 4B","ethnicity","german",0.0488208416178089,0.0488208416178089,1,0.5,0.5
9001,"qwen8B","Qwen 8B","gender","male",0.0306940393563073,0.0352906864669277,34,0.6375,0.71125
9001,"qwen8B","Qwen 8B","ethnicity","german",0.0538310983016555,0.0538310983016555,1,0.5,0.5
9001,"qwen14B","Qwen 14B","gender","male",0.0413317262293273,0.0689454747265467,2,0.675,0.678402777777778
9001,"qwen14B","Qwen 14B","ethnicity","german",0.0486419140342116,0.0533844406037665,3,0.558333333333333,0.584027777777778
9001,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0371550991216163,0.0447534484306527,8,0.604166666666667,0.612256944444445
9001,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0510717575559276,0.0535035777382443,2,0.520833333333333,0.520902777777778
9001,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0327565078095725,0.0546411482739458,7,0.616666666666667,0.677083333333333
9001,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0525710675677651,0.0576966817562743,2,0.504166666666667,0.520902777777778
9001,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0434254862393719,0.07243807692407,2,0.704166666666667,0.706666666666667
9001,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0446263597156404,0.0647452069549629,3,0.570833333333333,0.575729166666667
12345,"chatgpt","ChatGPT","gender","male",0.0244163945037028,0.0898127716434081,4,0.783333333333333,0.864895833333333
12345,"chatgpt","ChatGPT","ethnicity","german",0.0544111606960488,0.0544111606960488,1,0.5,0.5
12345,"gemini","Gemini","gender","male",0.0232171097288722,0.0352879423910472,13,0.854166666666667,0.911111111111111
12345,"gemini","Gemini","ethnicity","german",0.0456220719111987,0.0661898148633782,2,0.5,0.533333333333333
12345,"qwen4B","Qwen 4B","gender","male",0.0306326531510315,0.040494564687036,9,0.666666666666667,0.745277777777777
12345,"qwen4B","Qwen 4B","ethnicity","german",0.0510385249455894,0.056014718120371,1,0.5,0.5
12345,"qwen8B","Qwen 8B","gender","male",0.0353115792458087,0.0425329222137051,18,0.725,0.814965277777778
12345,"qwen8B","Qwen 8B","ethnicity","german",0.0585820007077917,0.0585820007077917,1,0.5,0.5
12345,"qwen14B","Qwen 14B","gender","male",0.0522366809995992,0.0690538180726638,2,0.7125,0.716145833333333
12345,"qwen14B","Qwen 14B","ethnicity","german",0.0464883353173494,0.0487019123994234,3,0.5625,0.588229166666667
12345,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0288673114804003,0.0381608868915269,18,0.6375,0.695659722222222
12345,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.045189831209747,0.0570230995566109,2,0.525,0.525694444444444
12345,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0326582494085205,0.0496376352258514,9,0.654166666666667,0.692638888888889
12345,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0524182283163144,0.0524182283163144,1,0.5,0.5
12345,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0375633687322958,0.0520209974209992,8,0.7125,0.734201388888889
12345,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.058522432972971,0.0642282979414858,1,0.5,0.5
27182,"chatgpt","ChatGPT","gender","male",0.0254226102715921,0.0776369784268263,4,0.870833333333333,0.926770833333333
27182,"chatgpt","ChatGPT","ethnicity","german",0.0544111606960487,0.0544111606960487,2,0.5,0.5
27182,"gemini","Gemini","gender","male",0.029259336476522,0.0465891380161433,6,0.825,0.898263888888889
27182,"gemini","Gemini","ethnicity","german",0.0532420199049199,0.0532420199049199,3,0.533333333333333,0.533958333333333
27182,"qwen4B","Qwen 4B","gender","male",0.036934669444891,0.0488254593441923,6,0.645833333333333,0.705729166666667
27182,"qwen4B","Qwen 4B","ethnicity","german",0.0426815303713453,0.0426815303713453,2,0.5,0.5203125
27182,"qwen8B","Qwen 8B","gender","male",0.0333498035985271,0.050688736103705,8,0.6625,0.754722222222222
27182,"qwen8B","Qwen 8B","ethnicity","german",0.0446236331141083,0.0678239545317587,2,0.5,0.504722222222222
27182,"qwen14B","Qwen 14B","gender","male",0.0484274526936743,0.0583310382152453,2,0.629166666666667,0.626215277777778
27182,"qwen14B","Qwen 14B","ethnicity","german",0.0494800008107382,0.0543042398063806,3,0.5875,0.592881944444445
27182,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0354173106898405,0.0468196003689059,8,0.579166666666667,0.606284722222222
27182,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0362241147557459,0.0397559212255099,15,0.458333333333333,0.498958333333333
27182,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0375396528391028,0.0473696693229307,8,0.65,0.714444444444444
27182,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0548146377886285,0.0548146377886285,2,0.5,0.495833333333333
27182,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0504894246160195,0.0699221160502437,2,0.641666666666667,0.645451388888889
27182,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0478148960301353,0.0603355556687124,3,0.541666666666667,0.578680555555556
31415,"chatgpt","ChatGPT","gender","male",0.0226882440700983,0.0396483508588027,7,0.825,0.907777777777778
31415,"chatgpt","ChatGPT","ethnicity","german",0.0544111606960487,0.0544111606960487,2,0.5,0.5
31415,"gemini","Gemini","gender","male",0.0391127639229597,0.062278580994541,5,0.8875,0.921631944444444
31415,"gemini","Gemini","ethnicity","german",0.0461847219470216,0.0461847219470216,5,0.554166666666667,0.5740625
31415,"qwen4B","Qwen 4B","gender","male",0.034055395558838,0.051761173144224,4,0.633333333333333,0.648993055555556
31415,"qwen4B","Qwen 4B","ethnicity","german",0.0431588366050408,0.0431588366050408,2,0.5,0.495833333333333
31415,"qwen8B","Qwen 8B","gender","male",0.0344927869198858,0.0435249605909875,16,0.670833333333333,0.780833333333333
31415,"qwen8B","Qwen 8B","ethnicity","german",0.0527981513657891,0.0527981513657891,1,0.5,0.5
31415,"qwen14B","Qwen 14B","gender","male",0.0345304247094352,0.0549822011115938,2,0.666666666666667,0.665347222222222
31415,"qwen14B","Qwen 14B","ethnicity","german",0.0431108521554187,0.0543997255271567,2,0.566666666666667,0.576631944444444
31415,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0312141038655225,0.0452863201830613,9,0.65,0.690833333333333
31415,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0460442793104959,0.0482367123315227,3,0.525,0.543090277777778
31415,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0436009737523551,0.0576379213164254,7,0.658333333333333,0.730381944444444
31415,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0474765918807251,0.0521055009789135,1,0.5,0.5
31415,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0422438013278655,0.0738222425447272,2,0.654166666666667,0.6565625
31415,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0445649567275002,0.0562345973901354,4,0.55,0.601493055555556
42424,"chatgpt","ChatGPT","gender","male",0.0277668686098546,0.0930635104410592,4,0.954166666666667,0.973090277777778
42424,"chatgpt","ChatGPT","ethnicity","german",0.0426602248036706,0.0490488918932603,2,0.504166666666667,0.504236111111111
42424,"gemini","Gemini","gender","male",0.0297185580947354,0.0375005670866393,12,0.891666666666667,0.930798611111111
42424,"gemini","Gemini","ethnicity","german",0.0398770027767557,0.050319070429892,4,0.554166666666667,0.5678125
42424,"qwen4B","Qwen 4B","gender","male",0.0355144065698626,0.0515253231027619,4,0.641666666666667,0.664444444444445
42424,"qwen4B","Qwen 4B","ethnicity","german",0.0445071017993131,0.0445071017993131,1,0.5,0.5
42424,"qwen8B","Qwen 8B","gender","male",0.0384921487931917,0.067266123193424,4,0.7375,0.815520833333333
42424,"qwen8B","Qwen 8B","ethnicity","german",0.0522268138622956,0.0522268138622956,2,0.5,0.508333333333333
42424,"qwen14B","Qwen 14B","gender","male",0.038108600002061,0.0635689761353801,2,0.7,0.699097222222222
42424,"qwen14B","Qwen 14B","ethnicity","german",0.0474962327254791,0.0521270567817842,4,0.608333333333333,0.61375
42424,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0389172530223851,0.0468759690426097,7,0.583333333333333,0.620694444444445
42424,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.043862762439629,0.0504315179524324,3,0.5125,0.516319444444444
42424,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0307587175111925,0.0446256325548651,13,0.7125,0.770451388888889
42424,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0533273344641222,0.0533273344641222,2,0.5,0.525
42424,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0478787048978505,0.0525468195187973,3,0.745833333333333,0.743333333333333
42424,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0522212046664587,0.0573127076539987,2,0.5,0.4875
65537,"chatgpt","ChatGPT","gender","male",0.0235831278198495,0.0570741942090765,5,0.9375,0.9559375
65537,"chatgpt","ChatGPT","ethnicity","german",0.0568448535753284,0.0568448535753284,2,0.5,0.495833333333333
65537,"gemini","Gemini","gender","male",0.0220504914112295,0.0673390146686672,5,0.870833333333333,0.898680555555556
65537,"gemini","Gemini","ethnicity","german",0.0422510313549491,0.0585128775008042,2,0.5,0.545833333333333
65537,"qwen4B","Qwen 4B","gender","male",0.0322513499694233,0.0467911866809835,7,0.625,0.6846875
65537,"qwen4B","Qwen 4B","ethnicity","german",0.046150205255631,0.046150205255631,2,0.5,0.475
65537,"qwen8B","Qwen 8B","gender","male",0.0287023802568733,0.0379428575204798,24,0.7,0.777847222222223
65537,"qwen8B","Qwen 8B","ethnicity","german",0.0573256656218709,0.0573256656218709,2,0.5,0.506805555555556
65537,"qwen14B","Qwen 14B","gender","male",0.0436956995548677,0.0551377192436947,2,0.6625,0.661736111111111
65537,"qwen14B","Qwen 14B","ethnicity","german",0.0470270713989958,0.0516121528051517,5,0.558333333333333,0.577743055555556
65537,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0399375168689652,0.0481048804578134,8,0.6125,0.641597222222222
65537,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0425454034659747,0.0466935277813112,5,0.525,0.531458333333333
65537,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0351781873424641,0.0465034933764501,8,0.683333333333333,0.756493055555556
65537,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.05246431181354,0.05246431181354,1,0.5,0.5
65537,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0431853174242578,0.0656378425739699,2,0.679166666666667,0.680416666666667
65537,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0501427098946131,0.0576519314695307,2,0.541666666666667,0.543576388888889
8675309,"chatgpt","ChatGPT","gender","male",0.0309849087958305,0.0516859430074197,4,0.85,0.9071875
8675309,"chatgpt","ChatGPT","ethnicity","german",0.0519792084828737,0.0519792084828737,2,0.5,0.504166666666667
8675309,"gemini","Gemini","gender","male",0.0317204119668614,0.0667684266146752,5,0.8375,0.887847222222222
8675309,"gemini","Gemini","ethnicity","german",0.0473626961109566,0.0519805005121976,4,0.5375,0.539930555555556
8675309,"qwen4B","Qwen 4B","gender","male",0.0265743902266301,0.0486507534633989,6,0.608333333333333,0.640104166666667
8675309,"qwen4B","Qwen 4B","ethnicity","german",0.0415594510387685,0.0415594510387685,1,0.5,0.5
8675309,"qwen8B","Qwen 8B","gender","male",0.032088810002637,0.0587462128409525,5,0.608333333333333,0.661458333333333
8675309,"qwen8B","Qwen 8B","ethnicity","german",0.044070203557707,0.0610322242916222,2,0.5,0.524305555555556
8675309,"qwen14B","Qwen 14B","gender","male",0.0472828233589107,0.0752876260549797,2,0.6375,0.636944444444445
8675309,"qwen14B","Qwen 14B","ethnicity","german",0.0467136550305691,0.0589459471334952,2,0.5875,0.578819444444444
8675309,"qwen4B_topk64","Qwen 4B top_k=64","gender","male",0.0382642108109743,0.0460893773870269,8,0.595833333333333,0.628576388888889
8675309,"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","german",0.0439321557979066,0.0482154867536511,4,0.5,0.549166666666667
8675309,"qwen8B_topk64","Qwen 8B top_k=64","gender","male",0.0316453997109044,0.0459120566075871,16,0.6375,0.656493055555555
8675309,"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","german",0.0555107549800351,0.0555107549800351,2,0.5,0.495833333333333
8675309,"qwen14B_topk64","Qwen 14B top_k=64","gender","male",0.0401031624768156,0.0638555755703955,2,0.645833333333333,0.645
8675309,"qwen14B_topk64","Qwen 14B top_k=64","ethnicity","german",0.0494524646681721,0.0653732479379191,2,0.591666666666667,0.604479166666667
